t,content,content_tokenized
1,以下是事主本人閱讀後同意若此事件對社會或是小朋友有幫助，可直接分享下雨了，看著時間，已經下午五點十分了，小小孩在客廳亂亂跑，這是再平常不過的一天，等等就要吃飯了一如往常，每天的六點鐘家裡準時開飯，這是我們一家子一天唯一的聚會家人陸陸續續在飯廳出現二女兒呢怎麼還沒回來我爸問嘿啊，怎麼還沒回來阿嬤也覺得怪我天氣變冷，又是下雨天，可能躲在便利商店等雨停吧，我去打電話給他，看在哪裡我直接去接他回來回到房間拿起電話撥了二女兒的電話，電話通了卻沒接，好吧，乾脆我直接開車出去沿路看看，回家的路就那條，總是會遇到，抓了鑰匙，回頭拿眼鏡時看了老婆手機來電，是一個陌生號碼平常我根本不會去接老婆的手機來電，今天我卻接了起來爸比我被綁架了這種老掉牙的詐騙方式怎麼還有人使用笑，但這聲音是二女兒的沒錯啊電話那頭還有一些旁人說話的聲音，瞬間我的覺得這肯定不好笑了你怎麼了我問我被綁架了，手機不見了。女兒帶著恐慌口語跟我說我你在哪裡女兒我不知道這裡是哪裡，不好意思，請問這裡是哪裡女兒詢問他身旁的人我認為這樣不行，因為女兒根本無法清楚的說話我你把電話給旁邊的人，我來跟他說。我一個字一個字的慢慢說，怕女兒因恐慌而無法清楚我要他現在做的事喂電話那頭是一個男生，聲音聽起來約莫20歲左右你好，我是這個女孩的爸爸，請問他現在在哪裡方便給我地址嗎這裡是某某路幾號，靠近中壢請問貴姓方便留下電話好讓我可以聯絡嗎我隨手拿了紙筆抄了下來。請你把電話給小女孩一下，謝謝你有沒有受傷女兒沒有我跟你說，你不要害怕，爸比現在馬上過去接你，不要緊張，不要亂跑，待在你現在的地方到了飯廳二女兒被綁架了，我現在要出門去接他飯廳裡的家人每個人都驚訝的看著我說蛤我看到我姐眼眶瞬間泛紅老婆一副不要開玩笑的表情在一個毫無準備的狀況下聽到這個震撼的消息，再美味的菜色也毫無食慾了弟弟跟我在車上，我打了報案電話，請員警跟我到女兒的位置會合有四台警車吧遠遠的就看到警車的藍紅燈在閃下車表明身分後，衝進屋內爸比一句撕吼聲傳來，那是恐慌，無助的人看到親人才會發出的聲音我衝過去抱著女兒說我來了，你不要怕，你安全了，不要怕，等等我帶你回家女兒抱著我很用力很用力的哭，全身都在發抖，手也抓著我的手不放心理很難過，痛死我了女兒哭了好一陣子，情緒才稍稍緩和，等他冷靜後，一位女警才開始詢問狀況原來女兒在回家路上遇到了一位持刀歹徒被強押上車，歹徒將他的手綁起來，把手機給扔了女兒雖然害怕，卻沒有哭，而是配合歹徒，不去激怒歹徒一路上冷靜的思考，尋找可以逃離現狀的方法，終於在新屋的一處公園，利用歹徒下車放尿的那一點點時間開門逃跑，沿路跑在馬路中間瘋狂吶喊瘋狂揮手引起人注意回頭看歹徒車輛跟上來，馬上跳進旁邊田裡再翻牆到路邊民宅瘋狂敲門尋求幫助，慶幸遇到機警的人家報警才沒有造成更大的傷害在路上做大動作的揮手也引起路人注意而報警，也提供行車記錄器讓警方可以確定車輛女兒驗傷後到警局將案發經過，包含時間地點指認歹徒特徵，刺青位置光頭斷指這些明顯特徵很清楚的提供給警方，進而指認照片，讓警方可以依照提供資料調閱沿途監視器進而鎖定歹徒，順利在楊梅逮捕到案整個報案流程跑完回到家也凌晨三點鐘了看著天慢慢亮，跟老婆一夜沒闔眼，八點半準時帶著女兒到地檢署做訊問，為了怕影響女兒陳述的心情，讓社工陪同自己面對檢察官做完訊問，很累很累，看著女兒堅強的令人難過，這中間所經歷的一切，是我們無法體會的，女兒表現的很棒，真的到了學校，入席的有校長導師主任輔導老師家長會長一同開會，把我們所希望的處理方向討論了一遍，對於我們所希望的，學校方面也都尊重配合大方向是第一你沒有錯，你很勇敢，是你提供警方正確資訊進而將歹徒逮捕歸案第二不隱匿不躲藏滿足同學的好奇心，讓受害者不被貼上標籤，可以正常的過學校生活第三觀察女兒心理層面的傷害，進而給予所需要的資源第四嚴禁同學拿此事當成玩笑或是言語攻擊，造成二次三次傷害到這裡，等於我又把自己鞭了遍，那個碰面時的畫面已經烙印在腦子裡了案件往往出現在無法預期的情況下，即使推演過提醒過但他就是發生了而，你明明知道你將要有危險發生，卻躲不掉時，只能靠自救時，心理素質必須強大一個性侵犯被抓了，還有很多這類變態的人蠢蠢欲動，要提高警覺，平時的危機感教育真的很重要女兒這次把我們家都上了我一課，原來他瘦小的身體卻有強大的能量，萬幸，真的萬幸之中有太多單位跟我聯繫感謝桃園婦幼隊新坡警察局大園分局社福單位學校單位也謝謝全桃園警察同仁協助感謝路邊好心的民宅一家人提供行車記錄器的紅色Tiida車主謝謝關心此事的所有朋友女兒很好，很安全，很勇敢他是本事件唯一的Keyman，他是贏家,以下 是 事主 本人 閱讀 後 同意 若此 事件 對 社會 或是 小朋友 有 幫助 可 直接 分享 下雨 了 看著 時間 已經 下午 五點 十分 了 小 小孩 在 客廳 亂 亂 跑 這 是 再 平常 不過 的 一天 等等 就要 吃飯 了 一如 往常 每天 的 六點鐘 家裡 準 時 開飯 這 是 我們 一家子 一天 唯一 的 聚會 家人 陸陸 續續 在 飯廳 出現 二 女兒 呢 怎麼 還 沒 回來 我 爸 問 嘿 啊 怎麼 還 沒 回來 阿嬤 也 覺得 怪 我 天氣 變冷 又 是 下雨天 可能 躲 在 便利商店 等 雨 停 吧 我 去 打 電話 給 他 看 在 哪裡 我 直接 去 接 他 回來 回到 房間 拿起 電話 撥 了 二 女兒 的 電話 電話 通了 卻 沒接 好 吧 乾脆 我 直接 開車 出去 沿路 看看 回家 的 路 就 那 條 總是 會 遇到 抓 了 鑰匙 回頭 拿 眼 鏡 時 看 了 老婆 手機 來 電 是 一個 陌生 號碼 平常 我 根本 不 會 去 接 老婆 的 手機 來 電 今天 我 卻 接 了 起來 爸 比 我 被 綁架 了 這種 老掉牙 的 詐騙 方式 怎麼 還 有人 使用 笑 但 這 聲音 是 二 女兒 的 沒錯 啊 電話 那 頭 還 有 一些 旁人 說 話 的 聲音 瞬間 我 的 覺得 這 肯定 不好 笑 了 你 怎麼 了 我 問 我 被 綁架 了 手機 不 見 了 女兒 帶著 恐慌 口語 跟 我 說 我 你 在 哪裡 女兒 我 不 知道 這裡 是 哪裡 不好意思 請 問 這裡 是 哪裡 女兒 詢問 他 身旁 的 人 我 認為 這樣 不行 因為 女兒 根本 無法 清楚 的 說話 我 你 把 電話 給 旁邊 的 人 我 來 跟 他 說 我 一個 字 一個 字 的 慢慢 說 怕 女兒 因 恐慌 而 無法 清楚 我 要 他 現在 做 的 事 喂 電話 那 頭 是 一個 男生 聲音 聽 起來 約 莫 20 歲 左右 你好 我 是 這個 女孩 的 爸爸 請 問 他 現在 在 哪裡 方便 給 我 地址 嗎 這裡 是 某某 路 幾號 靠近 中壢 請 問 貴姓 方便 留下 電話 好 讓 我 可以 聯絡 嗎 我 隨手 拿 了 紙筆 抄 了 下來 請 你 把 電話 給 小女孩 一下 謝謝 你 有 沒有 受傷 女兒 沒有 我 跟 你 說 你 不要 害怕 爸 比 現在 馬 上 過去 接 你 不要 緊張 不要 亂 跑 待 在 你 現在 的 地方 到 了 飯廳 二 女兒 被 綁架 了 我 現在 要 出門 去 接 他 飯廳 裡 的 家人 每個 人 都 驚訝 的 看著 我 說 蛤 我 看到 我 姐 眼眶 瞬間 泛 紅 老婆 一副 不要 開 玩笑 的 表情 在 一個 毫無準備 的 狀況 下 聽到 這個 震撼 的 消息 再 美味 的 菜色 也 毫無 食 慾 了 弟弟 跟 我 在 車上 我 打 了 報案 電話 請員警 跟 我 到 女兒 的 位置 會 合有 四台 警車 吧 遠遠 的 就 看到 警車 的 藍紅燈 在 閃下 車 表明 身分 後 衝進 屋內 爸 比 一句 撕 吼 聲 傳來 那 是 恐慌 無助 的 人 看到 親 人才 會 發出 的 聲音 我 衝 過去 抱著 女兒 說 我 來 了 你 不要 怕 你 安全 了 不要 怕 等等 我 帶 你 回家 女兒 抱著 我 很 用力 很 用力 的 哭 全身 都 在 發抖 手 也 抓著 我 的 手 不 放 心理 很 難 過 痛死 我 了 女兒 哭 了 好 一陣子 情緒 才 稍稍 緩和 等 他 冷靜 後 一位 女警 才 開始 詢問 狀況 原來 女兒 在 回家路上 遇到 了 一位 持刀 歹徒 被 強押 上車 歹徒 將 他 的 手 綁 起來 把手 機 給 扔 了 女兒 雖然 害怕 卻 沒有 哭 而是 配合 歹徒 不 去 激怒 歹徒 一路上 冷靜 的 思考 尋找 可以 逃離 現狀 的 方法 終於 在 新屋 的 一處 公園 利用 歹徒 下車 放尿 的 那 一點點 時間 開門 逃跑 沿路 跑 在 馬路 中間 瘋狂 吶喊 瘋狂 揮手 引起 人 注意 回頭 看 歹徒 車輛 跟上 來 馬 上 跳進 旁邊 田裡 再 翻 牆 到 路邊 民宅 瘋狂 敲門 尋求 幫助 慶 幸 遇到 機警 的 人家 報警 才 沒有 造成 更 大 的 傷害 在 路上 做 大動作 的 揮手 也 引起 路 人 注意 而 報警 也 提供 行車 記錄器 讓 警方 可以 確定 車輛 女兒 驗傷 後 到 警局 將案 發 經過 包含 時間 地點 指認 歹徒 特徵 刺青 位置 光頭 斷 指 這些 明顯 特徵 很 清楚 的 提供 給 警方 進而 指認 照片 警方 可以 依照 提供 資料 調閱 沿途 監視器 進而 鎖定 歹徒 順利 在 楊梅 逮捕 到案 整個 報案 流程 跑 完 回到 家 也 凌晨 三點鐘 了 看著 天 慢慢 亮 跟 老婆 一夜 沒 闔眼 八點半 準 時 帶著 女兒 到 地 檢署 做 訊 問 為了 怕 影響 女兒 陳述 的 心情 社工 陪同 自己 面 對 檢察 官 做 完訊 問 很 累 很 累 看著 女兒 堅強 的 令人 難 過 這 中間 所 經歷 的 一切 是 我們 無法 體會 的 女兒 表現 的 很棒 真的 到 了 學校 入席 的 有 校長 導師 主任 輔導 老師 家長 會長 一同 開會 把 我們 所 希望 的 處理 方向 討論 了 一遍 對 於 我們 所 希望 的 學校 方面 也 都 尊重 配合 大方向 是 第一 你 沒 有錯 你 很 勇敢 是 你 提供 警方正 確資訊 進而 將 歹徒 逮捕 歸案 第二 不隱匿不 躲藏 滿足 同學 的 好奇心 受害者 不 被 貼 上 標 籤 可以 正常 的 過學校 生活 第三 觀察 女兒 心理 層面 的 傷害 進而 給予 所 需要 的 資源 第四 嚴禁 同學 拿 此事 當成 玩笑 或是 言語 攻擊 造成 二次 三次 傷害 到 這裡 等 於 我 又 把 自己 鞭 了 遍 那個 碰面 時 的 畫面 已經 烙印 在 腦子 裡 了 案件 往往 出現 在 無法 預期 的 情況 下 即使 推演 過 提醒 過 但 他 就是 發生 了 而 你 明明 知道 你 將 要 有 危險 發生 卻 躲 不 掉 時 只能靠 自救 時 心理 素質 必須 強大 一個 性侵犯 被 抓 了 還 有 很多 這類 變態 的 人 蠢蠢 欲動 要 提高 警覺 平時 的 危機 感 教育 真的 很 重要 女兒 這次 把 我們 家都 上 了 我 一 課 原來 他 瘦小 的 身體 卻 有 強大 的 能量 萬 幸 真的 萬 幸 之中 有 太 多 單位 跟 我 聯 繫 感 謝 桃 園 婦 幼 隊 新 坡 警察局 大園 分局 社福 單位 學校 單位 也 謝謝 全桃園 警察 同仁 協助 感謝 路邊 好心 的 民宅 一家人 提供 行車 記錄器 的 紅色 Tiida 車主 謝謝 關心 此事 的 所有 朋友 女兒 很 好 很 安全 很 勇敢 他 是 本 事件 唯一 的 Keyman 他 是 贏 家
1,快訊全台第二大城台中市封城兵推最快週六實施各局處備戰中,快訊 全台 第二 大城 台中市 封城兵 推 最快 週六 實施 各局 處備 戰中
1,這位主角是博愛手語教會的孩子，不過他是聽人，父母是聾人，這是高雄殘障關懷中心拍的影片，因要申請文化部補助，須衝有觀賞人數，煩請盡量轉傳，謝謝,這位 主角 是 博 愛手語 教會 的 孩子 不過 他 是 聽 人 父母 是 聾 人 這 是 高雄 殘障 關懷 中心 拍 的 影片 因要 申請 文化部 補助 須 衝有 觀賞 人數 煩 請 盡量 轉傳 謝謝
1,很多人不知道，目前國道開放路肩行駛，往下一出口限速只有60公里,很多 人 不 知道 目前 國道 開放 路肩 行駛 往下 一 出口 限速 只有 60 公里
1,開放路肩時路段，記住嘿只有60公里的速限,開放 路肩 時 路段 記住 嘿 只有 60 公里 的 速限
1,rose尋人啟事rose王品在尋找姓名中有秀霞淑美的媽媽們!來店消費套餐出示姓名證件享heart中1個字款待法式紅醬龍蝦半隻threehearts中2個字款待法式紅醬龍蝦一整隻王品板橋縣民大道店phone訂位專線0222722016餐廳地址新北市板橋區縣民大道一段189號2樓線上訂位httpcctwowprimecomcctcctappcctwebreservationdobrndfidSYTYWprogcctwebreservationstor103013官網連結httpwwwwangsteakcomtw注意事項1點餐時需主動出示姓名證件，符合活動條件者方可享有優惠。2活動期間為即日起至2020531止。3不與其他折扣優惠合併使用，請擇一使用。4不適用禮券購買禮券支付外送折現或找零。王品牛排保留此活動修改終止變更活動內容之權利。王品牛排板橋縣民大道店尋人啟事款待龍蝦天下媽媽都一樣,rose 尋 人 啟事 rose 王品 在 尋找 姓名 中 有秀霞 淑 美的 媽媽 們 來店 消費 套餐 出示 姓名 證件 享 heart 中 1 個 字 款待 法式 紅醬 龍蝦半 隻 threehearts 中 2 個 字 款待 法式 紅 醬 龍 蝦 一整 隻 王 品 板 橋 縣 民 大道 店 phone 訂位 專線 0222722016 餐廳 地址 新北 市板 橋區 縣民 大道 一段 189 號 2 樓線 上訂 位 httpcctwowprimecomcctcctappcctwebreservationdobrndfidSYTYWprogcctwebreservationstor103013 官網 連 結 httpwwwwangsteakcomtw 注意 事項 1 點 餐 時 需 主動 出示 姓名 證件 符合 活動 條件 者 方可 享有 優惠 2 活動 期間 為 即日起 至 2020531 止 3 不 與 其他 折扣 優惠 合 併 使用 請擇 一 使用 4 不 適用 禮券 購買 禮券 支付 外 送 折現 或 找零 王品 牛排 保留 此 活動 修改 終止 變更 活動 內容 之 權利 王品 牛排 板橋 縣民 大道 店 尋 人 啟事 款待 龍蝦 天下 媽媽 都 一樣
1,敦睦遠訓支隊確診24人行跡90處1新左營車站2813高雄市左營區高鐵路105號3臺鐵屏東站4908屏東縣長治鄉復興路2號5屏東市國民運動中心6新潭頭玄天上帝廟7嘉義市千葉火鍋垂楊店8南紡夢時代MOMO火鍋9台南享溫馨KTV10600嘉義市西區國華街436號11佛光山萬壽園12斗六車站13台北車站14高雄市酷帽子餐酒館15高雄市伊麗莎白撞球休閒運動館16高雄市老四川南屏店17新光三越台南新天地西門18漢來海港餐廳巨蛋店19義大世界購物廣場20瑞豐夜市21赤鬼炙燒牛排高雄博愛店22奇美博物館23台南DearHouse創意旅宿24鬍鬚忠牛肉湯25高雄捷運左營站26高雄捷運都會公園站27漢神巨蛋百貨公司28林園區緣髮理髮店29吉野家Globalmall環球購物中心屏東店30高雄市楠梓區卡布義式料理31高雄市鼓山區MrPa帕先生32高雄市楠梓區天后宮33813高雄市左營區介壽路247號34果貿吳媽家餃子館35新營休息站36湖口休息站37京站時尚廣場38台南南鯤鯓39南廠保安宮40錢來也商店41水晶教堂42北門鹽田43學甲國中44高鐵台中站45高雄市四維羽球館46小港區戶政事務所47小港一街郵局48三民區大昌醫院斜對面自助式洗車49大順路好市多50高雄市鼎山家樂福51韓咪達韓式料理高雄市三民區大順二路52潮州健身工廠53斯朵利髮型潮州店54臺鐵潮州站55機場捷運體育大學站56國立體育大學桃園市龜山區57333桃園市龜山區文化三路100號58桃園市龜山區北方麵飯館59清水區手機夢工廠60迪里休斯早餐店61小林眼鏡新北市五股區成泰路二段158號62112台北市北投區光明路1號63桃園區統領百貨地下一樓誠品書店64捷運復興崗站65桃園車站66板橋火車站67新北市永和樂華夜市68家樂福桂林店爭鮮壽司6985度C沙鹿英才店70清水區農會71家樂福沙鹿店72華得來清水店73新光三越高雄左營店74素香庭素食餐廳75711嘉義桃城門市76高鐵嘉義站77家樂福八德店78歐奇牛排沙鹿店79苗栗頭份五花馬80新竹峨眉湖81思夢樂頭份店82全聯福利中心頭份中央店83麗馨商旅七賢館84天天汕頭火鍋85澤野燒肉屋86802高雄市苓雅區中正一路120號87玫瑰精品汽車旅館88國立屏東大學民生校區88國立屏東大學屏商校區90海軍左營基地,敦睦 遠訓 支隊 確診 24 人行 跡 90 處 1 新 左營車 站 2813 高雄市 左營 區 高 鐵路 105 號 3 臺 鐵 屏 東 站 4908 屏東縣 長治 鄉 復 興 路 2 號 5 屏東市 國民 運動 中心 6 新潭 頭 玄天 上帝 廟 7 嘉義市 千葉 火鍋 垂 楊 店 8 南紡夢 時代 MOMO 火鍋 9 台南 享 溫馨 KTV10600 嘉義市 西區 國華 街 436 號 11 佛光山 萬壽園 12 斗六 車站 13 台北 車站 14 高雄市 酷 帽子 餐酒館 15 高雄市 伊麗莎 白 撞球 休閒 運動館 16 高雄市 老 四川 南屏店 17 新光 三 越 台南 新天地 西門 18 漢來 海港 餐廳 巨蛋 店 19 義大 世界 購物 廣場 20 瑞豐 夜市 21 赤鬼炙燒 牛排 高雄博 愛 店 22 奇美 博物 館 23 台南 DearHouse 創意 旅宿 24 鬚 忠 牛肉 湯 25 高雄捷 運 左營 站 26 高雄捷 運 都 會 公園 站 27 漢神 巨蛋 百貨 公司 28 林園區 緣 髮 理 髮 店 29 吉野家 Globalmall 環球 購物 中心 屏東店 30 高雄市 楠梓 區卡 布義 式 料理 31 高雄市 鼓山 區 MrPa 帕 先生 32 高雄市 楠梓 區天 后 宮 33813 高雄市 左營 區介壽 路 247 號 34 果貿 吳媽 家 餃子館 35 新營 休息 站 36 湖口 休息 站 37 京站 時尚 廣場 38 台南 南 鯤鯓 39 南廠 保安 宮 40 錢 來 也 商店 41 水晶 教堂 42 北門 鹽田 43 學甲國 中 44 高 鐵台 中 站 45 高雄市 四維 羽球 館 46 小港 區戶 政事 務所 47 小港 一 街 郵局 48 三民 大昌 醫院 斜 對 面 自助式 洗車 49 大順 路 好 市 多 50 高雄市 鼎山家樂 福 51 韓咪達 韓式 料理 高雄市 三民 區大順 二路 52 潮州 健身 工廠 53 斯朵 利 髮 型 潮州 店 54 臺 鐵 潮州 站 55 機場 捷 運體育 大學 站 56 國立體育大學 桃園市 龜山區 57333 桃園市 龜山區 文化 三路 100 號 58 桃園市 龜山區 北方 麵 飯 館 59 清水 區手 機夢 工廠 60 迪里 休斯 早餐 店 61 小林 眼鏡 新北市 五股 區成 泰路 二段 158 號 62112 台北市 北投 光明 路 1 號 63 桃園區 統領 百貨 地下 一 樓 誠品 書店 64 捷 運 復 興 崗 站 65 桃園 車站 66 板橋 火車 站 67 新北市 永和 樂華 夜市 68 家樂福 桂林 店爭 鮮壽司 6985 度 C 沙鹿 英才 店 70 清水 區 農會 71 家樂福 沙鹿 店 72 華 得來 清水 店 73 新光 三越 高雄 左 營店 74 素 香庭 素食 餐廳 75711 嘉義桃 城門 市 76 高鐵嘉義 站 77 家樂福 八德 店 78 歐奇 牛排 沙鹿 店 79 苗栗 頭份 五花 馬 80 新竹 峨眉 湖 81 思夢樂 頭份 店 82 全聯 福利 中心 頭份 中央 店 83 麗馨 商旅 七 賢館 84 天天 汕頭 火鍋 85 澤 野燒 肉屋 86802 高雄市 雅 區 中正 一路 120 號 87 玫瑰 精品 汽車 旅館 88 國立屏 東大學 民生 校區 88 國立屏 東大學 屏 商校 區 90 海軍 左 營 基地
1,王品牛排特搜，尋人啟事令協尋!你認識她嗎性別女長相和你很像興趣關注你的一切大小事個性一樣的事喜歡叮嚀很多遍細心超有耐心專長家裡任何事都難不倒她特徵名字裡面有秀霞淑美任一個字你知道這個人是誰嗎太好了替你高聲歡呼，我們找的就是她王品獻出龍蝦懸賞，只款待心中最重要的人趕緊帶著她一起來王品享用大餐大啖龍蝦慶祝母親節即日起至531來店出示有秀霞淑美姓名的證件中1個字款待法式紅醬龍蝦半隻中2個字款待法式紅醬龍蝦一隻,王品 牛排 特 搜 尋人啟 事令 協尋 你 認識 她 嗎 性別 女長相 和 你 很 像 興趣 關注 你 的 一切 大小事 個性 一樣 的 事 喜歡 叮嚀 很多遍 細心 超有 耐心 專長 家裡 任何 事 都 難 不 倒 她 特徵 名字 裡面 有秀霞 淑美 任一 個 字 你 知道 這個 人 是 誰 嗎 太好了 替 你 高聲 歡呼 我們 找 的 就是 她 王品 獻出 龍蝦 懸賞 只 款待 心中 最 重要 的 人 趕緊 帶著 她 一起 來 王品 享用 大餐 大 啖 龍蝦慶 祝母 親節 即日起 至 531 來 店 出示 有秀霞 淑美 姓名 的 證件 中 1 個 字 款待 法式 紅醬 龍蝦半 隻 中 2 個 字 款待 法式 紅醬 龍蝦一 隻
1,大家好有關敦睦艦隊武漢肺炎疫情，指揮中心調查確診個案下船後足跡，針對停留15分鐘以上地點發出簡訊，全台約有20萬人會收到，簡訊內容如下疫情警示您曾和武漢肺炎確診個案同時位於同一地點，請注意自身健康狀況，保持社交距離，出外戴口罩並勤洗手，身體不適請立即就醫。有問題請打1922疫情指揮中心。提醒收到簡訊的民眾請做好自主健康管理，佩戴口罩並避免出入公共場所，與旁人維持室內15公尺室外1公尺的安全社交距離。若近期出現疑似症狀，請通報1922將由衛生單位人員協助轉介。,大家 好 有 關 敦睦 艦隊 武漢 肺炎 疫情 指揮 中心 調查 確診 個案 下船 後 足跡 針對 停留 15 分鐘 以上 地點 發出 簡訊 全台 約 有 20 萬 人 會 收到 簡訊 內容 如下 疫情 警示 您 曾 和 武漢 肺炎 確診 個案 同 時位 於 同一 地點 請 注意 自身 健康 狀況 保持 社交 距離 出外 戴 口罩 並 勤洗手 身體 不 適請 立即 就 醫 有 問題 請 打 1922 疫情 指揮 中心 提醒 收到 簡訊 的 民眾 請 做好 自主 健康 管理 佩戴 口罩 並 避免 出入 公共 場所 與 旁人 維持 室內 15 公尺 室外 公尺 的 安全 社交 距離 若 近期 出現 疑似 症狀 請 通報 1922 將 由 衛生 單位 人員 協助 轉介
1,注意緊急請各站及車班組速確認是否有同仁家屬為敦睦艦隊士官兵。斗六站回報斗六警務分駐所林所長兒子是軍艦確診之一，其兒子416斗六坐122次北上台北，所長目前居家檢疫中，所長4161819都有值勤，並曾出入行車室，所長的檢疫報告今晚知曉。斗六站已將車站徹底清潔消毒，並請行車室同仁做好自主健康管理。,注意 緊急 請 各站 及 車班 組速 確認 是否 有 同仁 家屬 為 敦睦 艦隊 士官兵 斗六 站 回報 斗六 警務 分駐 所林 所 長 兒子 是 軍艦 確診 之一 其 兒子 416 斗六 坐 122 次 北上 台北 所長 目前 居家 檢疫 中 所長 4161819 都 有 值勤 並 曾 出入 行車室 所長 的 檢疫 報告 今晚 知曉 斗六 站 已將 車站 徹底 清潔 消毒 並 請行 車室 同仁 做好 自主 健康 管理
1,確診案例曾到屏東市國民運動中心屏東大學環球影城潮州健身工廠長治鄉玄天上帝附近球場屏東縣新增3例武漢肺炎確定病例，皆為敦睦艦隊案人員中央流行疫情指揮中心公布敦睦艦隊共24例確診，19日新增案例其中3例為屏縣個案，加上18日1例，共有4例皆為敦睦艦隊人員，確診個案目前皆收置醫院治療中。屏東縣政府接獲新增案件，立即展開各項緊急防治工作，嚴防疫情擴散蔓延。衛生局說明，這4名個案皆於415日下船，第1例於當日自行騎車返家1小時，即又返回軍艦，未有社區活動史。第2例經疫調顯示，曾出入的公共場所為屏東市國民運動中心41617301900；41715501730長治鄉玄天上帝廟附近球場41717301900，其他地點皆短暫且有戴口罩。第3例416下午至屏東大學找朋友417至屏東大學接朋友於環球影城食用晚餐即返家未出。第4例曾至潮州健身工廠運動41610301400，同日即全程戴口罩搭乘火車及高鐵前往其他縣市，已將疫調資料提供中央流行疫情指揮中心，衛生局已初步匡列掌握27位接觸者進行居家隔離及自主健康管理，並進行相關衛教及環境清消。420相關館場封館消毒，加強監測並請民眾提高警覺，相關疫調持續進行中。衛生局表示，因此波疫情部分確診個案有至社區活動，提醒民眾出入公共場所須加強防護措施，防疫重點如下一請醫療機構提高通報警覺，加強TOCC通報及進行必要的醫療措施。二強化社區防疫，民眾如近期出現發燒上呼吸道症狀或嗅味覺改變等疑似症狀，請配戴口罩儘速就醫。衛生局提醒縣內防疫安全需要縣民共同配合各項防治措施，才能將疫情傳播風險降到最低。再次提醒民眾應做好個人手部衛生與咳嗽禮節；與他人保持室內15公尺室外1公尺的社交安全距離，若無法保持請配戴口罩；搭乘大眾運輸時，應全程配戴口罩並配合量測體溫；若身體不適請戴口罩速就醫，主動告知旅遊接觸史等，並落實生病在家休息，加強疑似個案之診斷通報及相關防護措施，避免社區感染之情事發生，共同維護全民健康安全。資訊提供屏東縣政府,確診 案例 曾 到 屏東市 國民 運動 中心 屏東 大學 環球 影城 潮州 健身 工廠 長治鄉 玄天 上帝 附近 球場 屏東縣 新增 3 例 武漢 肺炎 確定 病例 皆 為 敦睦 艦隊 案人員 中央 流行 疫情 指揮 中心 公布 敦睦 艦隊 共 24 例 確診 19 日 新增 案例 其中 3 例為 屏縣 個案 加上 18 日 1 例 共有 4 例 皆 為 敦睦 艦隊 人員 確診 個案 目前 皆 收置 醫院 治療 中 屏東縣 政府 接獲 新增 案件 立即 展開 各項 緊急 防治 工作 防疫 情 擴散 蔓延 衛生局 說明 這 4 名 個案 皆 於 415 日 下船 第 1 例 於 當日 自行 騎車 返家 1 小 時 即 又 返回 軍艦 未有 社區 活動 史 第 2 例 經疫調 顯示 曾 出入 的 公共 場所 為 屏東市 國民 運動 中心 41617301900 41715501730 長治鄉 玄天 上帝 附近 球場 41717301900 其他 地點 皆 短暫 且 有 戴 口罩 第 3 例 416 下午 至 屏東 大學 找 朋友 417 至 屏東 大學 接 朋友 於 環球 影城 食用 晚餐 即 返家 未 出 第 4 例 曾 至 潮州 健身 工廠 運動 41610301400 同日 即 全程 戴 口罩 搭乘 火車 及 高鐵 前往 其他 縣市 已將 疫調 資料 提供 中央 流行 疫情 指揮 中心 衛生局 已 初步 匡列 掌握 27 位接 觸者 進行 居家 隔離 及 自主 健康 管理 並 進行 相關 衛教 及 環境 清 消 420 相關 館場 封館 消毒 加強 監測 並 請 民眾 提高 警覺 相關 疫調 持續 進行 中 衛生局 表示 因此 波 疫情 部分 確診 個案 有 至 社區 活動 提醒 民眾 出入 公共 場所 須 加強 防護 措施 防疫 重點 如下 一 請 醫療 機構 提高 通報 警覺 加強 TOCC 通報 及 進行 必要 的 醫療 措施 二 強化 社區 防疫 民眾 如 近期 出現 發燒 上呼吸道 症狀 或 嗅味覺 改變 等 疑似 症狀 請 配戴 口罩 儘 速 就 醫 衛生局 提醒 縣 內 防疫 安全 需要 縣民 共同 配合 各項 防治 措施 才能 將 疫情 傳播 風險 降到 最低 再次 提醒 民眾 應 做好 個 人 手部 衛生 與 咳嗽 禮節 與 他人 保持 室內 15 公尺 室外 公尺 的 社交 安全 距離 若 無法 保持 請 配戴 口罩 搭乘 大眾 運輸 時 全程 配戴 口罩 並 配合 量測 體溫 若 身體 不 適請 戴 口罩 速就 醫 主動 告知 旅遊 接觸 史 等 並 落實 生病 在家 休息 加強 疑似 個案 之 診斷 通報 及 相關 防護 措施 避免 社區 感染 之 情事 發生 共同 維護 全民 健康 安全 資訊 提供 屏東縣 政府
